genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1805	lpp1550	VBILegPne27771_1805	Q5X4X0	1725357	1725695	-	339	rpsF	SSU ribosomal protein S6p	FIG00000170	PLF_445_00000889	PGF_00049901	GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1806		VBILegPne27771_1806		1725777	1725932	-	156		hypothetical protein	FIG00758735	PLF_445_00002892	PGF_02069458			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1807	lpp1551	VBILegPne27771_1807	Q5X4W9	1726004	1726201	+	198		Carbon storage regulator CsrA	FIG01483361	PLF_445_00001924	PGF_02065351			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1808	lpp1552	VBILegPne27771_1808	Q5X4W8	1726212	1727102	+	891		hypothetical protein	FIG00758517	PLF_445_00000940	PGF_02073734			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1809	lpp1553	VBILegPne27771_1809	Q5X4W7	1727139	1727873	-	735		L,D-transpeptidase	FIG00758402	PLF_445_00001733	PGF_00930759			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1810	lpp1554	VBILegPne27771_1810	Q5X4W6	1727933	1729951	-	2019		Enoyl-CoA hydratase (EC 4.2.1.17) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)	FIG01303839	PLF_445_00000131	PGF_00769483	GO:0003857|3-hydroxyacyl-CoA dehydrogenase activity;GO:0004300|enoyl-CoA hydratase activity;GO:0008692|3-hydroxybutyryl-CoA epimerase activity	1.1.1.35|3-hydroxyacyl-CoA dehydrogenase;4.2.1.17|Enoyl-CoA hydratase;5.1.2.3|3-hydroxybutyryl-CoA epimerase	00062|Fatty acid elongation in mitochondria;00062|Fatty acid elongation in mitochondria;00071|Fatty acid metabolism;00071|Fatty acid metabolism;00071|Fatty acid metabolism;00120|Primary bile acid biosynthesis;00280|Valine, leucine and isoleucine degradation;00280|Valine, leucine and isoleucine degradation;00281|Geraniol degradation;00281|Geraniol degradation;00310|Lysine degradation;00310|Lysine degradation;00360|Phenylalanine metabolism;00362|Benzoate degradation via hydroxylation;00380|Tryptophan metabolism;00380|Tryptophan metabolism;00410|beta-Alanine metabolism;00592|alpha-Linolenic acid metabolism;00623|2,4-Dichlorobenzoate degradation;00627|1,4-Dichlorobenzene degradation;00640|Propanoate metabolism;00650|Butanoate metabolism;00650|Butanoate metabolism;00650|Butanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation);00903|Limonene and pinene degradation;00930|Caprolactam degradation;00930|Caprolactam degradation
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1811	lpp1555	VBILegPne27771_1811	Q5X4W5	1729944	1731263	-	1320		3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)	FIG00000004	PLF_445_00000111	PGF_08262214	GO:0003985|acetyl-CoA C-acetyltransferase activity;GO:0003988|acetyl-CoA C-acyltransferase activity	2.3.1.16|Acetyl-CoA C-acyltransferase;2.3.1.9|Acetyl-CoA C-acetyltransferase	00062|Fatty acid elongation in mitochondria;00071|Fatty acid metabolism;00071|Fatty acid metabolism;00072|Synthesis and degradation of ketone bodies;00280|Valine, leucine and isoleucine degradation;00280|Valine, leucine and isoleucine degradation;00281|Geraniol degradation;00310|Lysine degradation;00362|Benzoate degradation via hydroxylation;00362|Benzoate degradation via hydroxylation;00380|Tryptophan metabolism;00592|alpha-Linolenic acid metabolism;00620|Pyruvate metabolism;00630|Glyoxylate and dicarboxylate metabolism;00640|Propanoate metabolism;00642|Ethylbenzene degradation;00650|Butanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation);00900|Terpenoid backbone biosynthesis
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1812	lpp1556	VBILegPne27771_1812	Q5X4W4	1731428	1732489	-	1062		hypothetical protein	FIG00758298	PLF_445_00002023	PGF_02066394			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	tRNA	fig|297246.15.rna.24	lppt18	VBILegPne27771_r024		1732672	1732761	+	90	tRNA-Ser	tRNA-Ser-GCT						
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	tRNA	fig|297246.15.rna.25	lppt19	VBILegPne27771_r025		1732768	1732844	+	77	tRNA-Arg	tRNA-Arg-ACG						
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1813	lpp1557	VBILegPne27771_1813	Q5X4W3	1733202	1734773	-	1572		hypothetical protein	FIG00758821	PLF_445_00003444	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1814	lpp1558	VBILegPne27771_1814	Q5X4W2	1735049	1736254	-	1206		Transposase	FIG01306568	PLF_445_00003008	PGF_00061242			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1815		VBILegPne27771_1815		1736432	1737181	+	750		hypothetical protein		PLF_445_00005237	PGF_03033762			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	pseudogene	fig|297246.15.pg.2	lpp1560	VBILegPne27771_pg002		1736432	1739634	+	3203								
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1816		VBILegPne27771_1816		1737427	1739634	+	2208		hypothetical protein		PLF_445_00005237	PGF_03033762			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1817	lpp1561	VBILegPne27771_1817	Q5X4W1	1739721	1741109	+	1389		hypothetical protein	FIG00638284	PLF_445_00002914	PGF_02069470			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1818		VBILegPne27771_1818		1741778	1742443	-	666		hypothetical protein	FIG00638284	PLF_445_00000002	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1819	lpp1563	VBILegPne27771_1819	Q5X4W0	1742577	1743623	+	1047		Mobile element protein	FIG01306568	PLF_445_00002863	PGF_01000105			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1820	lpp1564	VBILegPne27771_1820	Q5X160	1743620	1744414	+	795		Mobile element protein	FIG01306568	PLF_445_00002907	PGF_01000105			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1821	lpp1565	VBILegPne27771_1821	Q5X4V8	1744456	1744953	-	498		hypothetical protein	FIG01306568	PLF_445_00000002	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1822	lpp1566	VBILegPne27771_1822	Q5X4V7	1744987	1746135	-	1149		Mobile element protein	FIG01306568	PLF_445_00003134	PGF_08164375			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1823	lpp1567	VBILegPne27771_1823	Q5X4V6	1746200	1747495	-	1296		FLJ00180 protein	FIG01321934	PLF_445_00002565	PGF_00003763			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1824	lpp1568	VBILegPne27771_1824	Q5X4V5	1747969	1749393	+	1425	plaB	Phospholipase	FIG00905435	PLF_445_00001543	PGF_00033684			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1825	lpp1569	VBILegPne27771_1825	Q5X4V4	1749465	1750142	-	678		hypothetical protein	FIG00760270	PLF_445_00002550	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1826	lpp1570	VBILegPne27771_1826	Q5X4V3	1750144	1750518	-	375		hypothetical protein	FIG00758399	PLF_445_00002601	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1827	lpp1571	VBILegPne27771_1827	Q5X4V2	1750731	1751390	+	660		hypothetical protein	FIG00758977	PLF_445_00001808	PGF_09959908			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1828	lpp1572	VBILegPne27771_1828	Q5X4V1	1751628	1753943	+	2316		Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	FIG00000711	PLF_445_00001463	PGF_00033392	GO:0008964|phosphoenolpyruvate carboxylase activity	4.1.1.31|Phosphoenolpyruvate carboxylase	00620|Pyruvate metabolism;00680|Methane metabolism;00710|Carbon fixation in photosynthetic organisms;00720|Reductive carboxylate cycle (CO2 fixation)
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1829	lpp1573	VBILegPne27771_1829	Q5X4V0	1754108	1754578	+	471		MutT/Nudix family protein	FIG01323436	PLF_445_00002611	PGF_12852605			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1830	lpp1574	VBILegPne27771_1830	Q5X4U9	1754629	1755882	-	1254	proA	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	FIG00000365	PLF_445_00001308	PGF_05387084	GO:0004350|glutamate-5-semialdehyde dehydrogenase activity	1.2.1.41|Glutamate-5-semialdehyde dehydrogenase	00330|Arginine and proline metabolism
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1831	lpp1575	VBILegPne27771_1831	Q5X4U8	1755891	1756961	-	1071	proB	Glutamate 5-kinase (EC 2.7.2.11) / RNA-binding C-terminal domain PUA	FIG01303783	PLF_445_00001245	PGF_09129813	GO:0004349|glutamate 5-kinase activity	2.7.2.11|Glutamate 5-kinase	00330|Arginine and proline metabolism
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1832	lpp1576	VBILegPne27771_1832	Q5X4U7	1757251	1757676	-	426		Acetyltransferase	FIG00760673	PLF_445_00001917	PGF_10420503			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1833	lpp1577	VBILegPne27771_1833	Q5X4U6	1757883	1758863	+	981		hypothetical protein	FIG00638284	PLF_445_00003451	PGF_00386774			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1834		VBILegPne27771_1834		1759016	1759159	+	144		hypothetical protein	FIG00638284	PLF_445_00007111	PGF_02072077			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1835	lpp1578	VBILegPne27771_1835	Q5X4U5	1759228	1759365	+	138		hypothetical protein	FIG00760912	PLF_445_00001354	PGF_06783955			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1836		VBILegPne27771_1836		1759597	1759836	-	240		Mobile element protein	FIG00638284	PLF_445_00002862	PGF_01000105			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1837		VBILegPne27771_1837		1759829	1760140	-	312		Mobile element protein	FIG00638284	PLF_445_00003827	PGF_01000105			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1838	lpp1581	VBILegPne27771_1838	Q5X4U4	1760325	1761272	-	948		Transcriptional regulator, MerR family, mercury resistance	FIG00003460	PLF_445_00000318	PGF_02069620			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1839		VBILegPne27771_1839		1761269	1761400	-	132		hypothetical protein		PLF_445_00003364	PGF_02069724			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1840	lpp1582	VBILegPne27771_1840	Q5X4U3	1761480	1762229	-	750		Transcriptional regulator, MerR family	FIG01502176	PLF_445_00002071	PGF_00057506			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1841	lpp1583	VBILegPne27771_1841	Q5X4U2	1762295	1762822	-	528		Acetyltransferase, GNAT family	FIG00989082	PLF_445_00000043	PGF_10519603			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1842	lpp1584	VBILegPne27771_1842	Q5X4U1	1762819	1763775	-	957		hypothetical protein	FIG00758381	PLF_445_00013587	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1843	lpp1585	VBILegPne27771_1843	Q5X4U0	1763779	1765560	-	1782		Efflux ABC transporter, permease/ATP-binding protein	FIG00760502	PLF_445_00000022	PGF_03192541			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1844	lpp1586	VBILegPne27771_1844	Q5X4T9	1765553	1767013	-	1461		ABC transporter ATP-binding protein Uup, erythromycin resistance	FIG00759169	PLF_445_00003294	PGF_02067574			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1845	lpp1587	VBILegPne27771_1845	Q5X4T8	1767380	1768255	+	876		hypothetical protein	FIG00760280	PLF_445_00002874	PGF_02069448			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1846	lpp1588	VBILegPne27771_1846	Q5X4T7	1768315	1769115	-	801		Class D beta-lactamase (EC 3.5.2.6)	FIG00068809	PLF_445_00001171	PGF_02333669	GO:0008800|beta-lactamase activity	3.5.2.6|Beta-lactamase	00311|Penicillin and cephalosporin biosynthesis;00312|beta-Lactam resistance
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1847	lpp1589	VBILegPne27771_1847	Q5X4T6	1769165	1771075	-	1911		FtsI-like protein lpg1619	FIG00046929	PLF_445_00001593	PGF_12906036			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1848	lpp1590	VBILegPne27771_1848	Q5X4T5	1771075	1771494	-	420		Transcriptional regulator, MecI family	FIG01317294	PLF_445_00001206	PGF_04107670			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1849	lpp1591	VBILegPne27771_1849	Q5X4T4	1771686	1773005	-	1320		hypothetical protein	FIG00757946	PLF_445_00001886	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1850	lpp1592	VBILegPne27771_1850	Q5X4T3	1773175	1773933	-	759		hypothetical protein	FIG00759681	PLF_445_00002417	PGF_00154018			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1851	lpp1593	VBILegPne27771_1851	Q5X4T2	1774067	1775083	-	1017		tRNA pseudouridine(13) synthase (EC 5.4.99.27)	FIG00046218	PLF_445_00001289	PGF_00413286		5.4.99.27|tRNA pseudouridine(13) synthase	
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1852	lpp1594	VBILegPne27771_1852	Q5X4T1	1775376	1776359	+	984		Putative esterase YheT functionally coupled to phosphoribulokinase homolog	FIG00001613	PLF_445_00021307	PGF_03126065			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1853	lpp1595	VBILegPne27771_1853	Q5X4T0	1776384	1776779	-	396		hypothetical protein	FIG00758819	PLF_445_00045814	PGF_02069252			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1854	lpp1596	VBILegPne27771_1854	Q5X4S9	1777014	1778987	-	1974		Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	FIG00658111	PLF_445_00000004	PGF_07109475	GO:0004008|copper-exporting ATPase activity	3.6.3.3|Cadmium-exporting ATPase;3.6.3.4|Copper-exporting ATPase	
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1855		VBILegPne27771_1855		1778992	1779111	+	120		hypothetical protein		PLF_445_00044295	PGF_02067997			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1856		VBILegPne27771_1856		1779144	1779275	+	132		hypothetical protein	FIG00759332	PLF_445_00004976	PGF_02070678			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1857	lpp1597	VBILegPne27771_1857	Q5X4S8	1779430	1780290	+	861		hypothetical protein	FIG00759485	PLF_445_00002588	PGF_00154795			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1858	lpp1598	VBILegPne27771_1858	Q5X4S7	1780384	1781658	-	1275		Adenylate-forming enzyme	FIG00229252	PLF_445_00001165	PGF_00035699			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1859	lpp1599	VBILegPne27771_1859	Q5X4S6	1781652	1782488	-	837		MBL-fold metallo-hydrolase superfamily	FIG00003671	PLF_445_00001762	PGF_10420457			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1860	lpp1600	VBILegPne27771_1860	Q5X4S5	1782473	1783453	-	981		FIG036672: Nucleoside-diphosphate-sugar epimerase	FIG00007822	PLF_445_00001763	PGF_00003045			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1861	lpp1601	VBILegPne27771_1861	Q5X4S4	1783455	1784414	-	960		3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41)	FIG00039538	PLF_445_00001748	PGF_00420853	GO:0004315|3-oxoacyl-[acyl-carrier-protein] synthase activity	2.3.1.41|Beta-ketoacyl-[acyl-carrier-protein] synthase I	00061|Fatty acid biosynthesis;00780|Biotin metabolism
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1862	lpp1602	VBILegPne27771_1862	Q5X4S3	1784588	1785754	+	1167		Glycosyltransferase	FIG00007960	PLF_445_00002494	PGF_04305571			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1863	lpp1603	VBILegPne27771_1863	Q5X4S2	1785751	1786407	+	657		hypothetical protein	FIG00759514	PLF_445_00002528	PGF_02069241			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1864	lpp1604	VBILegPne27771_1864	Q5X4S1	1786587	1789487	-	2901		Uncharacterized protein YdiJ	FIG00001220	PLF_445_00046915	PGF_00065477			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1865	lpp1605	VBILegPne27771_1865	Q5X4S0	1789642	1790181	+	540		Dienelactone hydrolase	FIG01451065	PLF_445_00002489	PGF_02069221			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1866	lpp1606	VBILegPne27771_1866	Q5X4R9	1790235	1791083	+	849		Acetyltransferase, GNAT family	FIG01272034	PLF_445_00001189	PGF_10519603			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1867	lpp1607	VBILegPne27771_1867	Q5X4R8	1791087	1791977	+	891		Polysaccharide deacetylase family protein	FIG01461478	PLF_445_00001609	PGF_00699922			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1868	lpp1608	VBILegPne27771_1868	Q5X4R7	1792193	1793407	+	1215		Uncharacterized MFS-type transporter	FIG01307387	PLF_445_00001682	PGF_00723018			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1869	lpp1609	VBILegPne27771_1869	Q5X4R6	1793420	1794679	-	1260		hypothetical protein	FIG00758779	PLF_445_00001882	PGF_00154915			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1870	lpp1610	VBILegPne27771_1870	Q5X4R5	1794827	1795384	+	558		Transmembrane protein	FIG01209965	PLF_445_00002512	PGF_02069228			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1871	lpp1611	VBILegPne27771_1871	Q5X4R4	1795402	1797372	-	1971		acylaminoacyl-peptidase	FIG01570912	PLF_445_00001708	PGF_02063129			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1872		VBILegPne27771_1872		1797582	1798151	-	570		SdbA	FIG00758078	PLF_445_00001550	PGF_02061554			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1873		VBILegPne27771_1873		1798221	1798835	-	615		SdbA	FIG00758078	PLF_445_00001550	PGF_02061554			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1874	lpp1613	VBILegPne27771_1874	Q5X4R3	1799215	1800483	-	1269	thrC	Threonine synthase (EC 4.2.3.1)	FIG00000134	PLF_445_00001553	PGF_03316046	GO:0004795|threonine synthase activity	4.2.3.1|Threonine synthase	00260|Glycine, serine and threonine metabolism;00750|Vitamin B6 metabolism
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1875	lpp1614	VBILegPne27771_1875	Q5X4R2	1800656	1801420	-	765		hypothetical protein	FIG00758329	PLF_445_00001987	PGF_02066007			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1876	lpp1615	VBILegPne27771_1876	Q5X4R1	1801721	1803667	-	1947		hypothetical protein	FIG00758889	PLF_445_00007491	PGF_02060237			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1877	lpp1616	VBILegPne27771_1877	Q5X4R0	1803892	1804467	-	576		hypothetical protein	FIG01309630	PLF_445_00002310	PGF_02069089			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1878	lpp1617	VBILegPne27771_1878	Q5X4Q9	1804467	1804997	-	531		Cytochrome B561, bacterial	FIG01221566	PLF_445_00001522	PGF_00949911			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1879	lpp1618	VBILegPne27771_1879	Q5X4Q8	1805001	1805594	-	594		hypothetical protein	FIG00757997	PLF_445_00001567	PGF_00209418			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1880	lpp1619	VBILegPne27771_1880	Q5X4Q7	1805622	1805879	-	258		Signal peptide protein	FIG01345451	PLF_445_00002184	PGF_00052213			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1881		VBILegPne27771_1881		1805916	1806029	-	114		hypothetical protein	FIG00638284	PLF_445_00023986	PGF_06930472			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1882	lpp1620	VBILegPne27771_1882	Q5X4Q6	1806001	1806885	-	885	iolE	Inosose dehydratase (EC 4.2.1.44)	FIG00001357	PLF_445_00001458	PGF_00812877	GO:0050114|myo-inosose-2 dehydratase activity	4.2.1.44|Myo-inosose-2 dehydratase	00562|Inositol phosphate metabolism
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1883	lpp1621	VBILegPne27771_1883	Q5X4Q5	1806900	1808771	-	1872	iolD	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase (EC 3.7.1.22)	FIG00029868	PLF_445_00001447	PGF_00424627		3.7.1.22|3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1884	lpp1622	VBILegPne27771_1884	Q5X4Q4	1808810	1810696	-	1887	iolCB	5-keto-2-deoxygluconokinase (EC 2.7.1.92) / 5-deoxy-glucuronate isomerase (EC 5.3.1.30)	FIG00065774	PLF_445_00001588	PGF_02061940	GO:0047590|5-dehydro-2-deoxygluconokinase activity	2.7.1.92|5-dehydro-2-deoxygluconokinase;5.3.1.30|5-deoxy-glucuronate isomerase	00562|Inositol phosphate metabolism
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1885	lpp1623	VBILegPne27771_1885	Q5X4Q3	1810704	1811708	-	1005	iolG	Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)	FIG00043259	PLF_445_00047255	PGF_00023555		1.1.1.18|Inositol 2-dehydrogenase	00521|Streptomycin biosynthesis;00562|Inositol phosphate metabolism
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1886	lpp1624	VBILegPne27771_1886	Q5X4Q2	1811711	1813126	-	1416		Sugar symporter	FIG00759285	PLF_445_00002697	PGF_02870529			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1887	lpp1625	VBILegPne27771_1887	Q5X4Q1	1813578	1814693	-	1116		hypothetical protein	FIG00758200	PLF_445_00002518	PGF_02069232			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1888	lpp1626	VBILegPne27771_1888	Q5X4Q0	1814891	1816564	-	1674		hypothetical protein	FIG00758589	PLF_445_00047218	PGF_00131597			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1889	lpp1627	VBILegPne27771_1889	Q5X4P9	1816606	1817529	-	924		hypothetical protein	FIG00758774	PLF_445_00002322	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1890	lpp1628	VBILegPne27771_1890	Q5X4P8	1817711	1818478	+	768		N(omega),N(omega)-dimethylarginine dimethylaminohydrolase (EC 3.5.3.18)	FIG00002156	PLF_445_00001685	PGF_10474691	GO:0016403|dimethylargininase activity	3.5.3.18|Dimethylargininase	
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1891		VBILegPne27771_1891		1818539	1818709	-	171		hypothetical protein		PLF_445_00007124	PGF_02072090			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1892	lpp1629	VBILegPne27771_1892	Q5X4P7	1818667	1819794	+	1128		hypothetical protein	FIG00759130	PLF_445_00001803	PGF_03070568			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1893	lpp1630	VBILegPne27771_1893	Q5X4P6	1819930	1820967	+	1038		hypothetical protein	FIG00758121	PLF_445_00048692	PGF_06487307			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.1894	lpp1631	VBILegPne27771_1894	Q5X4P5	1821106	1822587	+	1482		hypothetical protein	FIG00758528	PLF_445_00002199	PGF_02068236			
